VulnerabilityID,PkgName,InstalledVersion,SeveritySource,PrimaryURL,Title,Description,Severity,CweIDs,References,PublishedDate,LastModifiedDate,Layer.DiffID,DataSource.ID,DataSource.Name,DataSource.URL,CVSS.nvd.V2Vector,CVSS.nvd.V3Vector,CVSS.nvd.V2Score,CVSS.nvd.V3Score,CVSS.redhat.V3Vector,CVSS.redhat.V3Score,CVSS.redhat.V2Vector,CVSS.redhat.V2Score,VendorIDs,FixedVersion
CVE-2022-1012,linux-libc-dev,5.10.120-1,,https://avd.aquasec.com/nvd/cve-2022-1012,kernel: Small table perturb size in the TCP source port generation algorithm can lead to information leak,"Due to the small table perturb size, a memory leak flaw was found in the Linux kernel’s TCP source port generation algorithm in the net/ipv4/tcp.c function. This flaw allows an attacker to leak information and may cause a denial of service.",HIGH,,"['https://access.redhat.com/errata/RHSA-2022:5267', 'https://access.redhat.com/security/cve/CVE-2022-1012', 'https://bugzilla.redhat.com/2061633', 'https://bugzilla.redhat.com/2064604', 'https://bugzilla.redhat.com/2086753', 'https://bugzilla.redhat.com/2092427', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-1012', 'https://errata.almalinux.org/9/ALSA-2022-5267.html', 'https://git.kernel.org/linus/b2d057560b8107c633b39aabe517ff9d93f285e3 (5.18-rc6)', 'https://kernel.googlesource.com/pub/scm/linux/kernel/git/jkirsher/net-queue/+/b2d057560b8107c633b39aabe517ff9d93f285e3%5E%21/', 'https://linux.oracle.com/cve/CVE-2022-1012.html', 'https://linux.oracle.com/errata/ELSA-2022-5249.html', 'https://ubuntu.com/security/notices/USN-5471-1']",,,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,8.2,,,['DSA-5161-1'],5.10.127-1
CVE-2022-1247,linux-libc-dev,5.10.120-1,,https://avd.aquasec.com/nvd/cve-2022-1247,kernel: A race condition bug in rose_connect(),No description is available for this CVE.,HIGH,,['https://access.redhat.com/security/cve/CVE-2022-1247'],,,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,,,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,,,,
CVE-2022-1679,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-1679,kernel: Use-After-Free in ath9k_htc_probe_device() could cause an escalation of privileges,A use-after-free flaw was found in the Linux kernel’s Atheros wireless adapter driver in the way a user forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local user to crash or potentially escalate their privileges on the system.,HIGH,['CWE-416'],"['https://access.redhat.com/security/cve/CVE-2022-1679', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-1679', 'https://git.kernel.org/pub/scm/linux/kernel/git/kvalo/ath.git/commit/?h=ath-next&id=0ac4827f78c7ffe8eef074bc010e7e34bc22f533', 'https://lore.kernel.org/lkml/87ilqc7jv9.fsf@kernel.org/t/', 'https://lore.kernel.org/lkml/f158608e209a6f45c76ec856474a796df93d9dcf.1652553719.git.paskripkin@gmail.com/T/#u', 'https://security.netapp.com/advisory/ntap-20220629-0007/', 'https://ubuntu.com/security/notices/USN-5500-1', 'https://ubuntu.com/security/notices/USN-5505-1', 'https://ubuntu.com/security/notices/USN-5513-1', 'https://ubuntu.com/security/notices/USN-5517-1', 'https://ubuntu.com/security/notices/USN-5529-1', 'https://ubuntu.com/security/notices/USN-5544-1']",2022-05-16T18:15:00Z,2022-06-29T19:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2,7.8,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,7.0,,,,
CVE-2022-1882,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-1882,kernel: Use-After-Free in free_pipe_info() could cause an escalation of privileges,A use-after-free flaw was found in the Linux kernel’s pipes functionality in how a user performs manipulations with the pipe post_one_notification() after free_pipe_info() that is already called. This flaw allows a local user to crash or potentially escalate their privileges on the system.,HIGH,['CWE-416'],"['https://access.redhat.com/security/cve/CVE-2022-1882', 'https://bugzilla.redhat.com/show_bug.cgi?id=2089701', 'https://lore.kernel.org/lkml/20220507115605.96775-1-tcs.kernel@gmail.com/T/', 'https://nvd.nist.gov/vuln/detail/CVE-2022-1882', 'https://security.netapp.com/advisory/ntap-20220715-0002/']",2022-05-26T17:15:00Z,2022-07-15T16:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2,7.8,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,7.0,,,,
CVE-2022-21505,linux-libc-dev,5.10.120-1,,https://avd.aquasec.com/nvd/cve-2022-21505,ELSA-2022-9612:  Unbreakable Enterprise kernel-container security update (IMPORTANT),"[5.4.17-2136.309.5]
- lockdown: Fix kexec lockdown bypass with ima policy (Eric Snowberg)  [Orabug:
  34386637]  {CVE-2022-21505}",HIGH,,"['https://linux.oracle.com/cve/CVE-2022-21505.html', 'https://linux.oracle.com/errata/ELSA-2022-9612.html']",,,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,,,,,,,,,
CVE-2022-2327,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-2327,io_uring use work_flags to determine which identity need to grab from  ...,"io_uring use work_flags to determine which identity need to grab from the calling process to make sure it is consistent with the calling process when executing IORING_OP. Some operations are missing some types, which can lead to incorrect reference counts which can then lead to a double free. We recommend upgrading the kernel past commit df3f3bb5059d20ef094d6b2f0256c4bf4127a859",HIGH,['CWE-415'],"['https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux.git/commit/?h=linux-5.10.y&id=df3f3bb5059d20ef094d6b2f0256c4bf4127a859', 'https://kernel.dance/#df3f3bb5059d20ef094d6b2f0256c4bf4127a859']",2022-07-22T10:15:00Z,2022-07-29T19:05:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,7.8,,,,,,5.10.127-1
CVE-2022-26365,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-26365,Linux disk/nic frontends data leaks T[his CNA information record relat ...,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don't zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn't allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",HIGH,['CWE-200'],"['http://www.openwall.com/lists/oss-security/2022/07/05/6', 'http://xenbits.xen.org/xsa/advisory-403.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IGFTRZ66KQYTSYIRT5FRHF5D6O72NWOP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RKRXZ4LHGCGMOG24ZCEJNY6R2BTS4S2Q/', 'https://www.debian.org/security/2022/dsa-5191', 'https://xenbits.xenproject.org/xsa/advisory-403.txt']",2022-07-05T13:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,3.6,7.1,,,,,['DSA-5191-1'],5.10.127-2
CVE-2022-33740,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-33740,Linux disk/nic frontends data leaks T[his CNA information record relat ...,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don't zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn't allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",HIGH,['CWE-200'],"['http://www.openwall.com/lists/oss-security/2022/07/05/6', 'http://xenbits.xen.org/xsa/advisory-403.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IGFTRZ66KQYTSYIRT5FRHF5D6O72NWOP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RKRXZ4LHGCGMOG24ZCEJNY6R2BTS4S2Q/', 'https://www.debian.org/security/2022/dsa-5191', 'https://xenbits.xenproject.org/xsa/advisory-403.txt']",2022-07-05T13:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,3.6,7.1,,,,,['DSA-5191-1'],5.10.127-2
CVE-2022-33741,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-33741,Linux disk/nic frontends data leaks T[his CNA information record relat ...,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don't zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn't allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",HIGH,['CWE-200'],"['http://www.openwall.com/lists/oss-security/2022/07/05/6', 'http://xenbits.xen.org/xsa/advisory-403.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IGFTRZ66KQYTSYIRT5FRHF5D6O72NWOP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RKRXZ4LHGCGMOG24ZCEJNY6R2BTS4S2Q/', 'https://www.debian.org/security/2022/dsa-5191', 'https://xenbits.xenproject.org/xsa/advisory-403.txt']",2022-07-05T13:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,3.6,7.1,,,,,['DSA-5191-1'],5.10.127-2
CVE-2022-33742,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-33742,Linux disk/nic frontends data leaks T[his CNA information record relat ...,"Linux disk/nic frontends data leaks T[his CNA information record relates to multiple CVEs; the text explains which aspects/vulnerabilities correspond to which CVE.] Linux Block and Network PV device frontends don't zero memory regions before sharing them with the backend (CVE-2022-26365, CVE-2022-33740). Additionally the granularity of the grant table doesn't allow sharing less than a 4K page, leading to unrelated data residing in the same 4K page as data shared with a backend being accessible by such backend (CVE-2022-33741, CVE-2022-33742).",HIGH,['CWE-200'],"['http://www.openwall.com/lists/oss-security/2022/07/05/6', 'http://xenbits.xen.org/xsa/advisory-403.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IGFTRZ66KQYTSYIRT5FRHF5D6O72NWOP/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RKRXZ4LHGCGMOG24ZCEJNY6R2BTS4S2Q/', 'https://www.debian.org/security/2022/dsa-5191', 'https://xenbits.xenproject.org/xsa/advisory-403.txt']",2022-07-05T13:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,3.6,7.1,,,,,['DSA-5191-1'],5.10.127-2
CVE-2022-33743,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-33743,kernel: network backend may cause Linux netfront to use freed SKBs (XSA-405),"network backend may cause Linux netfront to use freed SKBs While adding logic to support XDP (eXpress Data Path), a code label was moved in a way allowing for SKBs having references (pointers) retained for further processing to nevertheless be freed.",HIGH,,"['http://www.openwall.com/lists/oss-security/2022/07/05/5', 'http://xenbits.xen.org/xsa/advisory-405.html', 'https://access.redhat.com/security/cve/CVE-2022-33743', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/drivers/net/xen-netfront.c?h=v5.19-rc7&id=f63c2c2032c2e3caad9add3b82cc6e91c376fd26', 'https://nvd.nist.gov/vuln/detail/CVE-2022-33743', 'https://www.debian.org/security/2022/dsa-5191', 'https://www.openwall.com/lists/oss-security/2022/07/05/5', 'https://xenbits.xenproject.org/xsa/advisory-405.txt']",2022-07-05T13:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,4.6,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.5,,,['DSA-5191-1'],5.10.127-2
CVE-2022-34918,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2022-34918,kernel: heap overflow in nft_set_elem_init(),"An issue was discovered in the Linux kernel through 5.18.9. A type confusion bug in nft_set_elem_init (leading to a buffer overflow) could be used by a local attacker to escalate privileges, a different vulnerability than CVE-2022-32250. (The attacker can obtain root access, but must start with an unprivileged user namespace to obtain CAP_NET_ADMIN access.) This can be fixed in nft_setelem_parse_data in net/netfilter/nf_tables_api.c.",HIGH,['CWE-843'],"['http://www.openwall.com/lists/oss-security/2022/07/05/1', 'https://access.redhat.com/security/cve/CVE-2022-34918', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34918', 'https://git.kernel.org/pub/scm/linux/kernel/git/netdev/net.git/commit/?id=7e6bc1f6cabcd30aba0b11219d8e01b952eacbb6', 'https://lore.kernel.org/netdev/20220702115948.5de8b1e0@kernel.org/T/', 'https://lore.kernel.org/netfilter-devel/cd9428b6-7ffb-dd22-d949-d86f4869f452@randorisec.fr/T/', 'https://lore.kernel.org/netfilter-devel/cd9428b6-7ffb-dd22-d949-d86f4869f452@randorisec.fr/T/#u', 'https://nvd.nist.gov/vuln/detail/CVE-2022-34918', 'https://ubuntu.com/security/notices/USN-5540-1', 'https://ubuntu.com/security/notices/USN-5544-1', 'https://ubuntu.com/security/notices/USN-5545-1', 'https://www.debian.org/security/2022/dsa-5191', 'https://www.openwall.com/lists/oss-security/2022/07/02/3', 'https://www.randorisec.fr/crack-linux-firewall/']",2022-07-04T21:15:00Z,2022-07-27T11:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,7.8,,,['DSA-5191-1'],5.10.127-2
CVE-2019-15213,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2019-15213,kernel: use-after-free caused by malicious USB device in drivers/media/usb/dvb-usb/dvb-usb-init.c,An issue was discovered in the Linux kernel before 5.2.3. There is a use-after-free caused by a malicious USB device in the drivers/media/usb/dvb-usb/dvb-usb-init.c driver.,MEDIUM,['CWE-416'],"['http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00029.html', 'http://www.openwall.com/lists/oss-security/2019/08/20/2', 'https://access.redhat.com/security/cve/CVE-2019-15213', 'https://cdn.kernel.org/pub/linux/kernel/v5.x/ChangeLog-5.2.3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-15213', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=6cf97230cd5f36b7665099083272595c55d72be7', 'https://linux.oracle.com/cve/CVE-2019-15213.html', 'https://linux.oracle.com/errata/ELSA-2019-4872.html', 'https://lore.kernel.org/linux-media/fe983331d14442a96db3f71066ca0488a8921840.camel@decadent.org.uk/', 'https://security.netapp.com/advisory/ntap-20190905-0002/', 'https://syzkaller.appspot.com/bug?id=a53c9c9dd2981bfdbfbcbc1ddbd35595eda8bced']",2019-08-19T22:15:00Z,2019-09-06T00:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:C,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,4.9,4.6,CVSS:3.1/AV:P/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,4.3,,,,
CVE-2019-15794,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2019-15794,kernel: Overlayfs in the Linux kernel and shiftfs  not restoring original value on error leading to a refcount underflow,"Overlayfs in the Linux kernel and shiftfs, a non-upstream patch to the Linux kernel included in the Ubuntu 5.0 and 5.3 kernel series, both replace vma->vm_file in their mmap handlers. On error the original value is not restored, and the reference is put for the file to which vm_file points. On upstream kernels this is not an issue, as no callers dereference vm_file following after call_mmap() returns an error. However, the aufs patchs change mmap_region() to replace the fput() using a local variable with vma_fput(), which will fput() vm_file, leading to a refcount underflow.",MEDIUM,['CWE-672'],"['https://access.redhat.com/security/cve/CVE-2019-15794', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-15794', 'https://git.launchpad.net/~ubuntu-kernel/ubuntu/+source/linux/+git/eoan/commit/?id=270d16ae48a4dbf1c7e25e94cc3e38b4bea37635', 'https://git.launchpad.net/~ubuntu-kernel/ubuntu/+source/linux/+git/eoan/commit/?id=ef81780548d20a786cc77ed4203fca146fd81ce3', 'https://ubuntu.com/security/notices/USN-4208-1', 'https://ubuntu.com/security/notices/USN-4209-1', 'https://usn.ubuntu.com/usn/usn-4208-1', 'https://usn.ubuntu.com/usn/usn-4209-1']",2020-04-24T00:15:00Z,2020-05-26T15:18:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,6.7,,,,
CVE-2019-16089,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2019-16089,kernel: Improper return check in nbd_genl_status function in drivers/block/nbd.c,An issue was discovered in the Linux kernel through 5.2.13. nbd_genl_status in drivers/block/nbd.c does not check the nla_nest_start_noflag return value.,MEDIUM,['CWE-476'],"['https://access.redhat.com/security/cve/CVE-2019-16089', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-16089', 'https://linux.oracle.com/cve/CVE-2019-16089.html', 'https://linux.oracle.com/errata/ELSA-2020-5913.html', 'https://lore.kernel.org/lkml/20190911164013.27364-1-navid.emamdoost@gmail.com/', 'https://lore.kernel.org/patchwork/patch/1106884/', 'https://lore.kernel.org/patchwork/patch/1126650/', 'https://security.netapp.com/advisory/ntap-20191004-0001/', 'https://support.f5.com/csp/article/K03814795?utm_source=f5support&amp;utm_medium=RSS', 'https://ubuntu.com/security/notices/USN-4414-1', 'https://ubuntu.com/security/notices/USN-4425-1', 'https://ubuntu.com/security/notices/USN-4439-1', 'https://ubuntu.com/security/notices/USN-4440-1', 'https://usn.ubuntu.com/4414-1/', 'https://usn.ubuntu.com/4425-1/', 'https://usn.ubuntu.com/4439-1/', 'https://usn.ubuntu.com/4440-1/']",2019-09-06T23:15:00Z,2020-08-04T21:15:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H,4.7,4.1,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:H,4.1,,,,
CVE-2019-20794,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2019-20794,kernel: task processes not being properly ended could lead to resource exhaustion,"An issue was discovered in the Linux kernel 4.18 through 5.6.11 when unprivileged user namespaces are allowed. A user can create their own PID namespace, and mount a FUSE filesystem. Upon interaction with this FUSE filesystem, if the userspace component is terminated via a kill of the PID namespace's pid 1, it will result in a hung task, and resources being permanently locked up until system reboot. This can result in resource exhaustion.",MEDIUM,['CWE-400'],"['http://www.openwall.com/lists/oss-security/2020/08/24/1', 'https://access.redhat.com/security/cve/CVE-2019-20794', 'https://github.com/sargun/fuse-example', 'https://nvd.nist.gov/vuln/detail/CVE-2019-20794', 'https://security.netapp.com/advisory/ntap-20200608-0001/', 'https://sourceforge.net/p/fuse/mailman/message/36598753/']",2020-05-09T18:15:00Z,2021-07-21T11:39:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,4.7,4.7,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,4.7,,,,
CVE-2020-12363,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2020-12363,kernel: Improper input validation in some Intel(R) Graphics Drivers,Improper input validation in some Intel(R) Graphics Drivers for Windows* before version 26.20.100.7212 and before Linux kernel version 5.5 may allow a privileged user to potentially enable a denial of service via local access.,MEDIUM,['CWE-20'],"['https://access.redhat.com/security/cve/CVE-2020-12363', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-12363', 'https://linux.oracle.com/cve/CVE-2020-12363.html', 'https://linux.oracle.com/errata/ELSA-2021-2314.html', 'https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00438.html']",2021-02-17T14:15:00Z,2021-02-22T19:01:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2.1,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.5,,,,
CVE-2020-12364,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2020-12364,kernel: Null pointer dereference in some Intel(R) Graphics Drivers,Null pointer reference in some Intel(R) Graphics Drivers for Windows* before version 26.20.100.7212 and before version Linux kernel version 5.5 may allow a privileged user to potentially enable a denial of service via local access.,MEDIUM,['CWE-476'],"['https://access.redhat.com/security/cve/CVE-2020-12364', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-12364', 'https://linux.oracle.com/cve/CVE-2020-12364.html', 'https://linux.oracle.com/errata/ELSA-2021-2314.html', 'https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00438.html']",2021-02-17T14:15:00Z,2021-02-22T19:09:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2.1,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.5,,,,
CVE-2020-14304,linux-libc-dev,5.10.120-1,nvd,https://avd.aquasec.com/nvd/cve-2020-14304,kernel: ethtool when reading eeprom of device could lead to memory leak,"A memory disclosure flaw was found in the Linux kernel's ethernet drivers, in the way it read data from the EEPROM of the device. This flaw allows a local user to read uninitialized values from the kernel memory. The highest threat from this vulnerability is to confidentiality.",MEDIUM,['CWE-755'],"['https://access.redhat.com/security/cve/CVE-2020-14304', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=960702', 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2020-14304', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14304', 'https://linux.oracle.com/cve/CVE-2020-14304.html', 'https://linux.oracle.com/errata/ELSA-2021-9410.html', 'https://lore.kernel.org/netdev/20200517172053.GA734488@decadent.org.uk/T/']",2020-09-15T20:15:00Z,2022-07-25T11:46:00Z,sha256:80089f9cc4cdde32ff632c4a1f1f602c9679d6b4fda522a38b432055009ea3c1,debian,Debian Security Tracker,https://salsa.debian.org/security-tracker-team/security-tracker,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,2.1,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,4.4,,,,
